"CustomerID","Recency","Frequency","Monetary","Cluster","PredictedCluster","Segment"
13835,26,4,834.57,1,1,"Loyal Customers"
13837,212,2,271.24,2,2,"At Risk Customers"
13838,6,4,691.73,1,1,"Loyal Customers"
13841,253,1,85,2,2,"At Risk Customers"
13842,59,9,3385.62,1,1,"Loyal Customers"
13844,12,1,361.62,1,1,"Loyal Customers"
13845,65,1,312.98,1,1,"Loyal Customers"
13846,25,3,865.06,1,1,"Loyal Customers"
13848,93,3,1255,1,1,"Loyal Customers"
13849,52,2,1537.95,1,1,"Loyal Customers"
13850,130,1,1595.48,1,1,"Loyal Customers"
13851,96,3,2651.46,1,1,"Loyal Customers"
13853,58,1,1090.14,1,1,"Loyal Customers"
13854,9,25,8109.52,3,3,"Best Customers"
13856,169,3,388.5,2,2,"At Risk Customers"
13858,58,1,216.17,1,1,"Loyal Customers"
13859,327,1,201.16,2,2,"At Risk Customers"
13860,2,5,1245.9,1,1,"Loyal Customers"
13862,19,8,2209.36,1,1,"Loyal Customers"
13863,248,1,305.78,2,2,"At Risk Customers"
13865,59,4,501.56,1,1,"Loyal Customers"
13866,75,1,145.67,1,1,"Loyal Customers"
13867,32,3,1015.29,1,1,"Loyal Customers"
13868,8,2,3192.54,1,1,"Loyal Customers"
13869,124,4,3104.95,1,1,"Loyal Customers"
13870,3,8,2770.94,1,1,"Loyal Customers"
13871,23,13,6403.25,1,1,"Loyal Customers"
13873,120,3,389.6,1,1,"Loyal Customers"
13874,359,1,540.45,2,2,"At Risk Customers"
13875,54,5,1786.79,1,1,"Loyal Customers"
13876,64,1,122.7,1,1,"Loyal Customers"
13877,87,1,117.24,1,1,"Loyal Customers"
13878,55,1,1281.53,1,1,"Loyal Customers"
13880,22,13,3219.77,1,1,"Loyal Customers"
13881,4,20,17159.52,3,3,"Best Customers"
13882,3,5,1191.13,1,1,"Loyal Customers"
13883,11,5,2674.48,1,1,"Loyal Customers"
13884,8,5,787.6,1,1,"Loyal Customers"
13885,190,2,506.8,2,2,"At Risk Customers"
13886,72,1,243.56,1,1,"Loyal Customers"
13887,205,1,349.55,2,2,"At Risk Customers"
13888,120,2,605.63,1,1,"Loyal Customers"
13889,93,1,416.9,1,1,"Loyal Customers"
13890,2,10,1883.81,1,1,"Loyal Customers"
13892,27,4,632.97,1,1,"Loyal Customers"
13893,298,1,821.1,2,2,"At Risk Customers"
13894,24,3,564.62,1,1,"Loyal Customers"
13895,29,4,2593.07,1,1,"Loyal Customers"
13897,51,1,311.16,1,1,"Loyal Customers"
13898,326,1,155.93,2,2,"At Risk Customers"
13899,17,2,388.52,1,1,"Loyal Customers"
13900,184,3,740.95,2,2,"At Risk Customers"
13901,73,5,2867.2,1,1,"Loyal Customers"
13904,38,2,332.64,1,1,"Loyal Customers"
13908,80,4,2369.55,1,1,"Loyal Customers"
13911,58,9,2580.91,1,1,"Loyal Customers"
13914,12,2,626.45,1,1,"Loyal Customers"
13917,50,2,272.04,1,1,"Loyal Customers"
13918,50,2,1212.84,1,1,"Loyal Customers"
13919,60,2,384.81,1,1,"Loyal Customers"
13922,352,1,172.25,2,2,"At Risk Customers"
13923,54,1,351.13,1,1,"Loyal Customers"
13924,2,6,1838.85,1,1,"Loyal Customers"
13925,93,4,678.25,1,1,"Loyal Customers"
13926,24,1,223.85,1,1,"Loyal Customers"
13927,75,1,348.99,1,1,"Loyal Customers"
13928,11,4,464.57,1,1,"Loyal Customers"
13929,170,2,842.65,2,2,"At Risk Customers"
13930,58,2,337.34,1,1,"Loyal Customers"
13931,96,2,1237.53,1,1,"Loyal Customers"
13932,295,1,307.4,2,2,"At Risk Customers"
13933,110,2,608.79,1,1,"Loyal Customers"
13934,264,1,922.1,2,2,"At Risk Customers"
13936,180,1,376.58,2,2,"At Risk Customers"
13937,170,1,158.85,2,2,"At Risk Customers"
13938,36,1,71.66,1,1,"Loyal Customers"
13939,24,3,568.55,1,1,"Loyal Customers"
13940,18,4,839.14,1,1,"Loyal Customers"
13941,22,5,5112.96,1,1,"Loyal Customers"
13946,80,3,561.57,1,1,"Loyal Customers"
13947,66,1,90.6,1,1,"Loyal Customers"
13948,361,1,102,2,2,"At Risk Customers"
13949,3,6,2427.32,1,1,"Loyal Customers"
13950,12,4,745.06,1,1,"Loyal Customers"
13951,177,3,674.45,2,2,"At Risk Customers"
13952,218,2,3251.071,2,2,"At Risk Customers"
13953,8,7,3515.68,1,1,"Loyal Customers"
13954,2,2,439.92,1,1,"Loyal Customers"
13955,155,2,322.96,2,2,"At Risk Customers"
13956,6,5,1026.42,1,1,"Loyal Customers"
13959,80,3,598.2,1,1,"Loyal Customers"
13960,22,2,230.22,1,1,"Loyal Customers"
13962,22,2,169.55,1,1,"Loyal Customers"
13963,309,4,664.54,2,2,"At Risk Customers"
13967,146,1,80.7,2,2,"At Risk Customers"
13969,8,18,9053.94,3,3,"Best Customers"
13971,19,8,2758.26,1,1,"Loyal Customers"
13972,71,2,190.25,1,1,"Loyal Customers"
13973,288,1,264.7,2,2,"At Risk Customers"
13974,50,1,413.59,1,1,"Loyal Customers"
13975,32,6,2526.28,1,1,"Loyal Customers"
13976,207,1,357.98,2,2,"At Risk Customers"
13978,15,2,196.79,1,1,"Loyal Customers"
13979,74,1,869.87,1,1,"Loyal Customers"
13980,61,1,200.14,1,1,"Loyal Customers"
13982,40,4,1871.81,1,1,"Loyal Customers"
13983,30,12,2603.43,1,1,"Loyal Customers"
13984,27,5,920.51,1,1,"Loyal Customers"
13985,5,15,7060.13,3,3,"Best Customers"
13986,18,1,320.46,1,1,"Loyal Customers"
13988,20,6,4147.96,1,1,"Loyal Customers"
13989,66,2,1266.08,1,1,"Loyal Customers"
13990,214,1,311.3,2,2,"At Risk Customers"
13991,13,6,855.97,1,1,"Loyal Customers"
13992,31,1,76.8,1,1,"Loyal Customers"
13993,43,9,3466.36,1,1,"Loyal Customers"
13994,4,6,2313.14,1,1,"Loyal Customers"
13995,16,5,1393.69,1,1,"Loyal Customers"
13999,11,12,3901.81,1,1,"Loyal Customers"
14000,212,1,635.66,2,2,"At Risk Customers"
14001,46,3,2043.08,1,1,"Loyal Customers"
14002,135,2,529.73,1,1,"Loyal Customers"
14004,44,7,4582.64,1,1,"Loyal Customers"
14005,10,5,2874.72,1,1,"Loyal Customers"
14006,116,3,962.19,1,1,"Loyal Customers"
14009,199,2,695.61,2,2,"At Risk Customers"
14012,278,1,328.8,2,2,"At Risk Customers"
14013,111,3,473.02,1,1,"Loyal Customers"
14014,78,1,505.18,1,1,"Loyal Customers"
14015,53,1,917.34,1,1,"Loyal Customers"
14016,162,4,4341.21,2,2,"At Risk Customers"
14019,47,3,1421.61,1,1,"Loyal Customers"
14020,17,2,642.8,1,1,"Loyal Customers"
14021,156,3,631.9,2,2,"At Risk Customers"
14022,226,1,440,2,2,"At Risk Customers"
14023,8,2,584.07,1,1,"Loyal Customers"
14024,122,2,327.7,1,1,"Loyal Customers"
14027,61,1,104.82,1,1,"Loyal Customers"
14029,64,2,467.66,1,1,"Loyal Customers"
14030,19,8,2360.09,1,1,"Loyal Customers"
14031,8,19,17286.86,3,3,"Best Customers"
14032,3,11,2975.59,1,1,"Loyal Customers"
14034,23,3,651.82,1,1,"Loyal Customers"
14035,29,5,1428.02,1,1,"Loyal Customers"
14036,285,1,626.65,2,2,"At Risk Customers"
14037,177,2,147.2,2,2,"At Risk Customers"
14038,79,3,1560.38,1,1,"Loyal Customers"
14039,34,1,152.2,1,1,"Loyal Customers"
14040,41,12,3614.92,1,1,"Loyal Customers"
14041,267,1,141.41,2,2,"At Risk Customers"
14044,27,4,652.819999999999,1,1,"Loyal Customers"
14045,110,4,1659.75,1,1,"Loyal Customers"
14046,285,1,154.99,2,2,"At Risk Customers"
14047,9,5,1308.61,1,1,"Loyal Customers"
14048,306,1,409.93,2,2,"At Risk Customers"
14049,17,4,5681.72,1,1,"Loyal Customers"
14050,32,2,746.36,1,1,"Loyal Customers"
14051,1,23,15610.39,3,3,"Best Customers"
14052,20,1,225.36,1,1,"Loyal Customers"
14053,125,2,260.25,1,1,"Loyal Customers"
14054,66,1,92.46,1,1,"Loyal Customers"
14055,107,1,725.64,1,1,"Loyal Customers"
14056,2,23,8214.64999999998,3,3,"Best Customers"
14057,24,17,6217.96,3,3,"Best Customers"
14059,267,1,183.6,2,2,"At Risk Customers"
14060,5,19,6140.42,3,3,"Best Customers"
14062,10,12,10464.85,3,1,"Best Customers"
14064,30,5,1353.74,1,1,"Loyal Customers"
14066,267,1,152.55,2,2,"At Risk Customers"
14067,64,2,374.7,1,1,"Loyal Customers"
14068,321,1,265.85,2,2,"At Risk Customers"
14071,4,8,1438.82,1,1,"Loyal Customers"
14073,33,1,151.04,1,1,"Loyal Customers"
14075,5,3,942.26,1,1,"Loyal Customers"
14076,130,1,122.47,1,1,"Loyal Customers"
14077,41,5,499.42,1,1,"Loyal Customers"
14078,102,6,1049.37,1,1,"Loyal Customers"
14079,125,1,375.1,1,1,"Loyal Customers"
14080,33,1,45.6,1,1,"Loyal Customers"
14081,303,2,934.52,2,2,"At Risk Customers"
14082,365,1,182.25,2,2,"At Risk Customers"
14083,5,9,1018.43,1,1,"Loyal Customers"
14085,3,18,4448.54,3,3,"Best Customers"
14087,3,1,194.42,1,1,"Loyal Customers"
14088,11,13,50491.81,3,1,"Best Customers"
14089,57,1,161,1,1,"Loyal Customers"
14090,325,1,76.32,2,2,"At Risk Customers"
14092,8,14,4076.91,1,1,"Loyal Customers"
14093,13,1,442.85,1,1,"Loyal Customers"
14096,5,17,65164.7899999997,3,3,"Best Customers"
14098,37,1,147.35,1,1,"Loyal Customers"
14099,17,11,3104.17,1,1,"Loyal Customers"
14100,138,1,194.9,1,1,"Loyal Customers"
14101,74,6,5976.79,1,1,"Loyal Customers"
14102,6,5,1360.28,1,1,"Loyal Customers"
14104,155,2,216.21,2,2,"At Risk Customers"
14105,240,1,1266.23,2,2,"At Risk Customers"
14107,52,7,2703.23,1,1,"Loyal Customers"
14108,31,2,597.91,1,1,"Loyal Customers"
14109,73,1,144.2,1,1,"Loyal Customers"
14110,4,12,5683.15,1,1,"Loyal Customers"
14111,15,4,692.85,1,1,"Loyal Customers"
14112,23,7,2915.15,1,1,"Loyal Customers"
14113,4,4,1840.42,1,1,"Loyal Customers"
14114,274,2,386.53,2,2,"At Risk Customers"
14116,20,5,1382.74,1,1,"Loyal Customers"
14117,144,1,90,2,1,"At Risk Customers"
14121,4,4,2780.15,1,1,"Loyal Customers"
14124,85,1,419.58,1,1,"Loyal Customers"
14125,11,3,2740.43,1,1,"Loyal Customers"
14126,8,3,706.13,1,1,"Loyal Customers"
14127,123,3,709.71,1,1,"Loyal Customers"
14128,61,2,637.5,1,1,"Loyal Customers"
14129,2,5,1123.86,1,1,"Loyal Customers"
14130,320,1,483.86,2,2,"At Risk Customers"
14132,3,11,3586.03,1,1,"Loyal Customers"
14133,130,3,605.64,1,1,"Loyal Customers"
14135,2,15,4690.31,3,3,"Best Customers"
14138,2,2,982.38,1,1,"Loyal Customers"
14139,47,1,415.82,1,1,"Loyal Customers"
14140,4,2,935.05,1,1,"Loyal Customers"
14141,3,4,915.13,1,1,"Loyal Customers"
14142,374,1,311.81,2,2,"At Risk Customers"
14143,134,1,115.8,1,1,"Loyal Customers"
14145,47,4,3742.2,1,1,"Loyal Customers"
14146,9,5,4191,1,1,"Loyal Customers"
14147,79,2,483.4,1,1,"Loyal Customers"
14148,234,1,157.2,2,2,"At Risk Customers"
14149,221,1,446.62,2,2,"At Risk Customers"
14150,36,2,658.64,1,1,"Loyal Customers"
14152,76,2,621.29,1,1,"Loyal Customers"
14154,240,2,1345.62,2,2,"At Risk Customers"
14155,267,1,118.75,2,2,"At Risk Customers"
14156,10,55,117379.63,4,3,"Super VIP Customers"
14157,20,2,432.88,1,1,"Loyal Customers"
14158,41,1,507.66,1,1,"Loyal Customers"
14159,20,11,4693.00999999999,1,1,"Loyal Customers"
14161,216,3,1110.52,2,2,"At Risk Customers"
14162,174,2,289.36,2,2,"At Risk Customers"
14163,88,4,2445.91,1,1,"Loyal Customers"
14164,71,2,1631.77,1,1,"Loyal Customers"
14165,276,1,122.54,2,2,"At Risk Customers"
14167,40,4,574.84,1,1,"Loyal Customers"
14171,99,1,363.79,1,1,"Loyal Customers"
14173,11,4,450.84,1,1,"Loyal Customers"
14174,34,1,134.46,1,1,"Loyal Customers"
14175,60,3,3222.3,1,1,"Loyal Customers"
14176,298,4,576.9,2,2,"At Risk Customers"
14177,87,4,559.41,1,1,"Loyal Customers"
14178,9,7,1620.93,1,1,"Loyal Customers"
14179,41,2,719.78,1,1,"Loyal Customers"
14180,11,25,4748.52,3,3,"Best Customers"
14184,67,1,452.89,1,1,"Loyal Customers"
14185,332,1,197.65,2,2,"At Risk Customers"
14188,31,6,2054.36,1,1,"Loyal Customers"
14189,3,15,4654.08,3,3,"Best Customers"
14191,2,13,4684.76,1,1,"Loyal Customers"
14193,68,2,853.39,1,1,"Loyal Customers"
14194,5,21,11349.52,3,3,"Best Customers"
14195,202,2,1012,2,2,"At Risk Customers"
14196,107,1,335.52,1,1,"Loyal Customers"
14198,19,4,701.4,1,1,"Loyal Customers"
14199,219,1,185.4,2,2,"At Risk Customers"
14201,61,7,747.44,1,1,"Loyal Customers"
14204,3,1,161.03,1,1,"Loyal Customers"
14205,17,2,466.7,1,1,"Loyal Customers"
14206,240,1,328.16,2,2,"At Risk Customers"
14208,95,1,151.74,1,1,"Loyal Customers"
14209,11,6,2073.43,1,1,"Loyal Customers"
14210,106,6,1905.84,1,1,"Loyal Customers"
14211,54,9,2241.1,1,1,"Loyal Customers"
14212,90,1,1070.48,1,1,"Loyal Customers"
14214,31,5,1004.38,1,1,"Loyal Customers"
14215,12,6,1789.72,1,1,"Loyal Customers"
14216,4,4,1839.3,1,1,"Loyal Customers"
14217,2,17,2004.98,3,3,"Best Customers"
14218,43,1,169.48,1,1,"Loyal Customers"
14219,5,1,89.94,1,1,"Loyal Customers"
14220,248,2,632.4,2,2,"At Risk Customers"
14221,43,9,3432.8,1,1,"Loyal Customers"
14222,178,1,683.17,2,2,"At Risk Customers"
14223,93,3,991.13,1,1,"Loyal Customers"
14224,111,4,1050.12,1,1,"Loyal Customers"
14226,29,5,2232.19,1,1,"Loyal Customers"
14227,27,10,3350.96,1,1,"Loyal Customers"
14229,52,3,1547.2,1,1,"Loyal Customers"
14231,184,3,925.71,2,2,"At Risk Customers"
14232,43,5,2048.07,1,1,"Loyal Customers"
14233,50,4,1462.72,1,1,"Loyal Customers"
14234,23,4,775.46,1,1,"Loyal Customers"
14235,76,5,3144.86,1,1,"Loyal Customers"
14236,81,2,490.86,1,1,"Loyal Customers"
14237,374,1,161,2,2,"At Risk Customers"
14238,327,1,146.85,2,2,"At Risk Customers"
14239,44,11,2380.85,1,1,"Loyal Customers"
14240,31,2,890.34,1,1,"Loyal Customers"
14241,184,1,213.7,2,2,"At Risk Customers"
14242,235,2,280.55,2,2,"At Risk Customers"
14243,9,10,2588.77,1,1,"Loyal Customers"
14245,220,2,1693.45,2,2,"At Risk Customers"
14246,111,3,1474.06,1,1,"Loyal Customers"
14247,279,1,136.77,2,2,"At Risk Customers"
14248,319,1,302.58,2,2,"At Risk Customers"
14250,8,3,1904.05,1,1,"Loyal Customers"
14251,2,5,2879.7,1,1,"Loyal Customers"
14256,261,2,969.06,2,2,"At Risk Customers"
14257,65,5,3099.72,1,1,"Loyal Customers"
14258,10,9,12669.98,1,1,"Loyal Customers"
14259,142,1,120,1,1,"Loyal Customers"
14261,51,2,1163.45,1,1,"Loyal Customers"
14262,9,8,2618.23,1,1,"Loyal Customers"
14264,155,2,333.97,2,2,"At Risk Customers"
14265,110,2,530.18,1,1,"Loyal Customers"
14267,163,3,1516.24,2,2,"At Risk Customers"
14270,332,1,492.65,2,2,"At Risk Customers"
14271,226,1,112.32,2,2,"At Risk Customers"
14272,74,2,437.96,1,1,"Loyal Customers"
14273,52,4,559.97,1,1,"Loyal Customers"
14276,99,3,1119.74,1,1,"Loyal Customers"
14277,16,3,4216.2,1,1,"Loyal Customers"
14280,197,1,134.04,2,2,"At Risk Customers"
14282,4,15,3729.34,3,3,"Best Customers"
14284,31,2,595.25,1,1,"Loyal Customers"
14285,22,4,1910.01,1,1,"Loyal Customers"
14286,24,3,4628.75,1,1,"Loyal Customers"
14287,9,3,176.63,1,1,"Loyal Customers"
14288,214,1,426.6,2,2,"At Risk Customers"
14289,9,6,911.26,1,1,"Loyal Customers"
14290,12,5,2314.65,1,1,"Loyal Customers"
14291,2,11,3883.25,1,1,"Loyal Customers"
14292,8,9,4871.93,1,1,"Loyal Customers"
14293,4,4,1046.56,1,1,"Loyal Customers"
14295,41,1,166.2,1,1,"Loyal Customers"
14297,18,4,1305.33,1,1,"Loyal Customers"
14298,9,44,51527.3,3,3,"Best Customers"
14299,9,9,3965.62,1,1,"Loyal Customers"
14300,19,1,43.2,1,1,"Loyal Customers"
14301,118,1,640.14,1,1,"Loyal Customers"
14304,223,1,383.45,2,2,"At Risk Customers"
14305,72,3,1858.96,1,1,"Loyal Customers"
14306,52,2,2093.32,1,1,"Loyal Customers"
14307,89,6,2995.72,1,1,"Loyal Customers"
14309,9,9,2352.53,1,1,"Loyal Customers"
14311,243,1,310.26,2,2,"At Risk Customers"
14312,47,6,1611.59,1,1,"Loyal Customers"
14314,107,1,120,1,1,"Loyal Customers"
14315,45,6,2481.13,1,1,"Loyal Customers"
14317,65,1,508.58,1,1,"Loyal Customers"
14320,207,2,477.79,2,2,"At Risk Customers"
14321,11,5,1530.75,1,1,"Loyal Customers"
14323,115,2,605.06,1,1,"Loyal Customers"
14326,243,1,183.85,2,2,"At Risk Customers"
14327,164,1,311.65,2,2,"At Risk Customers"
14329,18,7,5014.84,1,1,"Loyal Customers"
14331,125,2,462.66,1,1,"Loyal Customers"
14332,23,3,866.31,1,1,"Loyal Customers"
14333,68,1,415.2,1,1,"Loyal Customers"
14334,17,8,2552.21,1,1,"Loyal Customers"
14335,17,2,468.26,1,1,"Loyal Customers"
14336,17,4,1614.91,1,1,"Loyal Customers"
14338,162,2,588.22,2,2,"At Risk Customers"
14339,243,1,309.52,2,2,"At Risk Customers"
14340,219,1,134.7,2,2,"At Risk Customers"
14341,46,8,2182.28,1,1,"Loyal Customers"
14342,22,4,668.56,1,1,"Loyal Customers"
14344,128,8,889.93,1,1,"Loyal Customers"
14345,39,1,108.98,1,1,"Loyal Customers"
14346,121,2,1021.58,1,1,"Loyal Customers"
14348,261,1,409.57,2,2,"At Risk Customers"
14349,11,1,133.5,1,1,"Loyal Customers"
14350,275,1,282.93,2,2,"At Risk Customers"
14351,165,1,51,2,2,"At Risk Customers"
14352,158,4,1078.96,2,2,"At Risk Customers"
14353,216,1,90.6,2,2,"At Risk Customers"
14354,6,2,163.62,1,1,"Loyal Customers"
14355,366,1,174.4,2,2,"At Risk Customers"
14356,80,2,701.23,1,1,"Loyal Customers"
14357,44,1,225.77,1,1,"Loyal Customers"
14359,20,3,912.18,1,1,"Loyal Customers"
14360,32,4,2128.23,1,1,"Loyal Customers"
14362,23,1,161.2,1,1,"Loyal Customers"
14364,109,8,3717.35,1,1,"Loyal Customers"
14367,9,16,9261.52000000001,3,3,"Best Customers"
14368,320,1,155,2,2,"At Risk Customers"
14371,296,1,100.5,2,2,"At Risk Customers"
14373,359,1,76.55,2,2,"At Risk Customers"
14375,186,1,257.68,2,2,"At Risk Customers"
14377,192,2,617.05,2,2,"At Risk Customers"
14379,45,2,348.1,1,1,"Loyal Customers"
14381,53,1,202.68,1,1,"Loyal Customers"
14382,27,1,626.07,1,1,"Loyal Customers"
14383,39,3,1247.69,1,1,"Loyal Customers"
14385,10,3,202.11,1,1,"Loyal Customers"
14386,297,1,142.4,2,2,"At Risk Customers"
14387,33,3,1770.56,1,1,"Loyal Customers"
14388,11,8,3212.84,1,1,"Loyal Customers"
14389,66,2,1043.46,1,1,"Loyal Customers"
14390,11,9,4652.82,1,1,"Loyal Customers"
14393,219,1,67.95,2,2,"At Risk Customers"
14395,3,9,3507.71,1,1,"Loyal Customers"
14396,66,2,487.99,1,1,"Loyal Customers"
14397,3,19,2612.96,3,3,"Best Customers"
14400,150,1,574.7,2,2,"At Risk Customers"
14401,5,13,4051.48,1,1,"Loyal Customers"
14403,131,4,1475.81,1,1,"Loyal Customers"
14404,34,6,1474.32,1,1,"Loyal Customers"
14406,120,1,156.75,1,1,"Loyal Customers"
14407,108,6,2157.73,1,1,"Loyal Customers"
14408,11,7,2606.53,1,1,"Loyal Customers"
14409,72,6,2059.45,1,1,"Loyal Customers"
14410,93,9,1105.07,1,1,"Loyal Customers"
14411,311,1,1063,2,2,"At Risk Customers"
14412,43,2,770.03,1,1,"Loyal Customers"
14413,363,1,122.7,2,2,"At Risk Customers"
14414,92,7,1496.98,1,1,"Loyal Customers"
14415,2,13,5900.28,1,1,"Loyal Customers"
14416,23,2,490.22,1,1,"Loyal Customers"
14418,4,3,1937.25,1,1,"Loyal Customers"
14419,11,6,1058.06,1,1,"Loyal Customers"
14420,100,1,387.52,1,1,"Loyal Customers"
14421,58,2,813.11,1,1,"Loyal Customers"
14422,1,6,4263.64,1,1,"Loyal Customers"
14423,219,1,265.2,2,2,"At Risk Customers"
14424,18,1,322.08,1,1,"Loyal Customers"
14426,24,10,4481.67,1,1,"Loyal Customers"
14427,51,2,363.34,1,1,"Loyal Customers"
14428,8,5,1244.83,1,1,"Loyal Customers"
14431,303,1,470.36,2,2,"At Risk Customers"
14432,10,6,2255.51,1,1,"Loyal Customers"
14434,22,6,1372.8,1,1,"Loyal Customers"
14436,99,1,89.06,1,1,"Loyal Customers"
14437,366,1,63,2,2,"At Risk Customers"
14438,307,1,131.9,2,2,"At Risk Customers"
14439,320,1,2661.24,2,2,"At Risk Customers"
14440,9,5,2357.68,1,1,"Loyal Customers"
14441,1,4,1712.89,1,1,"Loyal Customers"
14442,205,2,1589.82,2,2,"At Risk Customers"
14443,54,4,1420.2,1,1,"Loyal Customers"
14446,1,4,1039.58,1,1,"Loyal Customers"
14447,19,5,1163.23,1,1,"Loyal Customers"
14448,10,2,375.35,1,1,"Loyal Customers"
14449,19,4,907.1,1,1,"Loyal Customers"
14450,181,3,483.25,2,2,"At Risk Customers"
14451,61,2,662.59,1,1,"Loyal Customers"
14452,11,2,264.44,1,1,"Loyal Customers"
14453,191,1,119.93,2,2,"At Risk Customers"
14456,6,9,3062.4,1,1,"Loyal Customers"
14457,311,1,113.64,2,2,"At Risk Customers"
14459,156,1,1837.92,2,2,"At Risk Customers"
14460,111,3,434.34,1,1,"Loyal Customers"
14461,149,3,2103.06,2,2,"At Risk Customers"
14462,67,11,2004.02,1,1,"Loyal Customers"
14463,99,3,529.62,1,1,"Loyal Customers"
14465,247,3,1058.62,2,2,"At Risk Customers"
14466,30,7,2272.4,1,1,"Loyal Customers"
14467,18,4,598.76,1,1,"Loyal Customers"
14470,12,2,461.19,1,1,"Loyal Customers"
14472,104,8,1936.84,1,1,"Loyal Customers"
14473,75,2,234.34,1,1,"Loyal Customers"
14474,47,1,547.66,1,1,"Loyal Customers"
14475,72,3,925.85,1,1,"Loyal Customers"
14476,258,1,215.7,2,2,"At Risk Customers"
14477,20,4,1309.6,1,1,"Loyal Customers"
14479,254,2,316.25,2,2,"At Risk Customers"
14480,12,1,279.05,1,1,"Loyal Customers"
14481,165,2,636.51,2,2,"At Risk Customers"
14482,19,6,2068.15,1,1,"Loyal Customers"
14483,282,1,137.1,2,2,"At Risk Customers"
14484,51,1,321.92,1,1,"Loyal Customers"
14485,39,1,165.75,1,1,"Loyal Customers"
14487,27,6,1196.33,1,1,"Loyal Customers"
14488,68,1,1064.28,1,1,"Loyal Customers"
14489,208,1,463.38,2,2,"At Risk Customers"
14491,176,2,340.93,2,2,"At Risk Customers"
14493,8,5,2383.24,1,1,"Loyal Customers"
14494,26,1,139.56,1,1,"Loyal Customers"
14495,51,2,123.8,1,1,"Loyal Customers"
14496,312,2,538.81,2,2,"At Risk Customers"
14497,310,1,475.37,2,2,"At Risk Customers"
14498,43,5,1957.32,1,1,"Loyal Customers"
14499,27,3,815.32,1,1,"Loyal Customers"
14500,89,3,356.85,1,1,"Loyal Customers"
14501,184,2,251.21,2,2,"At Risk Customers"
14502,20,11,2470.67,1,1,"Loyal Customers"
14503,4,6,3543.26,1,1,"Loyal Customers"
14504,48,4,673.26,1,1,"Loyal Customers"
14505,18,8,5905.63999999999,1,1,"Loyal Customers"
14506,18,5,2012.17,1,1,"Loyal Customers"
14507,24,6,1383.18,1,1,"Loyal Customers"
14508,23,2,276.42,1,1,"Loyal Customers"
14511,12,5,1314.81,1,1,"Loyal Customers"
14512,188,2,275.28,2,2,"At Risk Customers"
14513,101,3,455.59,1,1,"Loyal Customers"
14514,62,3,1055.35,1,1,"Loyal Customers"
14515,18,6,2102.09,1,1,"Loyal Customers"
14517,34,2,330.45,1,1,"Loyal Customers"
14518,65,1,174.37,1,1,"Loyal Customers"
14520,2,2,270.6,1,1,"Loyal Customers"
14522,25,4,974.54,1,1,"Loyal Customers"
14523,109,1,241.09,1,1,"Loyal Customers"
14524,32,9,1867.68,1,1,"Loyal Customers"
14525,20,9,4332.2,1,1,"Loyal Customers"
14527,3,55,8508.81999999996,3,3,"Best Customers"
14528,38,1,364.22,1,1,"Loyal Customers"
14529,61,3,620.04,1,1,"Loyal Customers"
14530,26,6,2925.91,1,1,"Loyal Customers"
14532,237,4,932.85,2,2,"At Risk Customers"
14533,25,7,1949.72,1,1,"Loyal Customers"
14534,3,18,4447.05,3,3,"Best Customers"
14535,61,3,2864.19,1,1,"Loyal Customers"
14536,260,1,171.8,2,2,"At Risk Customers"
14537,58,1,355.56,1,1,"Loyal Customers"
14538,65,2,388.25,1,1,"Loyal Customers"
14539,16,2,537.48,1,1,"Loyal Customers"
14540,10,3,996.26,1,1,"Loyal Customers"
14541,59,8,1461.65,1,1,"Loyal Customers"
14542,186,1,103.25,2,2,"At Risk Customers"
14543,29,16,3630.33,3,3,"Best Customers"
14544,25,2,2024.45,1,1,"Loyal Customers"
14546,6,5,2578.09,1,1,"Loyal Customers"
14547,4,8,4007.54,1,1,"Loyal Customers"
14548,151,2,652.8,2,2,"At Risk Customers"
14549,312,1,289.24,2,2,"At Risk Customers"
14550,11,2,765.62,1,1,"Loyal Customers"
14551,19,2,186.23,1,1,"Loyal Customers"
14552,152,1,165.07,2,2,"At Risk Customers"
14553,20,5,859.27,1,1,"Loyal Customers"
14554,11,4,2381.04,1,1,"Loyal Customers"
14555,58,2,324.14,1,1,"Loyal Customers"
14557,86,1,788.38,1,1,"Loyal Customers"
14560,8,22,2237.77,3,3,"Best Customers"
14561,76,3,1080.76,1,1,"Loyal Customers"
14562,4,18,5074.77,3,3,"Best Customers"
14565,96,4,3099.12,1,1,"Loyal Customers"
14566,111,1,1432,1,1,"Loyal Customers"
14567,57,2,1530.36,1,1,"Loyal Customers"
14569,2,1,227.39,1,1,"Loyal Customers"
14570,281,2,218.06,2,2,"At Risk Customers"
14572,4,7,2832.84,1,1,"Loyal Customers"
14573,180,9,1653.42,2,2,"At Risk Customers"
14576,373,1,35.4,2,2,"At Risk Customers"
14577,13,4,859.710000000001,1,1,"Loyal Customers"
14578,4,1,168.63,1,1,"Loyal Customers"
14581,17,1,138.6,1,1,"Loyal Customers"
14582,41,1,114.11,1,1,"Loyal Customers"
14583,6,5,1052.55,1,1,"Loyal Customers"
14584,170,4,1042.26,2,2,"At Risk Customers"
14585,51,1,157.05,1,1,"Loyal Customers"
14586,277,1,237.36,2,2,"At Risk Customers"
14587,19,9,1601.14,1,1,"Loyal Customers"
14589,372,1,39.75,2,2,"At Risk Customers"
